Task Key,Transfer Time (s),Compile Time (s),Execution Time (s)
2mm_37,0.04328417778015137,0,128.45979142189026
envelop_38,0.0013909339904785156,0.0003426074981689453,0.1108245849609375
fft_39,0.002434253692626953,0.00014328956604003906,0.021645784378051758
perceptron_40,0.007864713668823242,0.0003046989440917969,35.46669006347656
bayes_41,0.528203010559082,0.0002961158752441406,0.7983453273773193
SAT_42,0.0008184909820556641,1.079857349395752,29.773874044418335
fibonacci_44,0.12071681022644043,0.0001914501190185547,5.1727375984191895
mengtekaluo_46,0.0009300708770751953,0.00015234947204589844,9.345083951950073
PCA_45,0.1736299991607666,0.00024390220642089844,204.25067591667175
correlation_standard_52,0.009352445602416992,0.000186920166015625,1.9222373962402344
covariance_standard_54,0.0017213821411132812,0.0001952648162841797,0.017230510711669922
dynprog_standard_59,0.0010943412780761719,0.00016927719116210938,0.576275110244751
gramschmidt_standard_60,0.0031566619873046875,0,0.562946081161499
lu_large_62,0.011909723281860352,0.0004146099090576172,5.738895893096924
floyd_43,0.11099028587341309,0.008624553680419922,9.933593034744263
sieve-eratos_47,0.0019042491912841797,0.000225067138671875,2.47646164894104
quick-sort_48,0.0014345645904541016,0.00032973289489746094,17.693326711654663
string-sort_49,0.0005674362182617188,0.6655752658843994,10.155853509902954
correlation_large_53,0.09551358222961426,0.0001842975616455078,292.4581527709961
covariance_large_55,0.0019123554229736328,0.00014710426330566406,47.85846185684204
durbin_standard_56,0.0047528743743896484,0.008875608444213867,0.37299036979675293
gramschmidt_large_61,0.0046460628509521484,0.0003161430358886719,37.446279764175415
hash_50,0.10710811614990234,0.0002655982971191406,12.621325016021729
TSP_51,0.04871511459350586,0,25.25514006614685
lu_extralarge_63,0.0017180442810058594,0.0001571178436279297,44.82321858406067
durbin_large_57,0.02802419662475586,0,17.175540685653687
durbin_extralarge_58,0.40848541259765625,0,65.13256192207336
fdtd-2d_64,0.0012085437774658203,0.00014853477478027344,1.4673926830291748
adi_65,0.010496377944946289,0.002260446548461914,3.457279682159424
seidel-2d_66,0.0028231143951416016,0.0002155303955078125,14.970726251602173
