Task Key,Transfer Time (s),Compile Time (s),Execution Time (s)
adi_37,0.6402573585510254,1.4690144062042236,19.072868585586548
correlation_standard_38,0.0029180049896240234,0.0985407829284668,2.1107382774353027
correlation_standard_39,0.0007834434509277344,1.1514530181884766,13.613005638122559
fibonacci_41,0.0015625953674316406,0.04586172103881836,0.9954688549041748
dynprog_standard_42,0.04146885871887207,1.938079595565796,5.891821384429932
dynprog_standard_43,0.0013518333435058594,0.05008983612060547,0.6118419170379639
floyd_45,0.0012264251708984375,0.025866985321044922,2.5533924102783203
perceptron_46,0.9994020462036133,7.449660301208496,163.5651080608368
fft_48,0.11583709716796875,1.2370059490203857,1.6967742443084717
fdtd-2d_49,0.12824010848999023,1.5476629734039307,9.56874704360962
lu_large_52,0.0015180110931396484,0.047936201095581055,6.097754955291748
lu_large_54,0.05064797401428223,2.0436201095581055,34.08491587638855
bayes_55,0.014737606048583984,0.13499212265014648,0.1780400276184082
envelop_50,0.0015888214111328125,0.05596613883972168,0.16592001914978027
envelop_53,0.010045766830444336,0.0002315044403076172,0.11189436912536621
correlation_standard_58,0.010716438293457031,0.0001671314239501953,2.1363980770111084
adi_51,0.006422758102416992,0.05497574806213379,3.58663010597229
adi_56,0.12204813957214355,0.0003750324249267578,16.793741464614868
adi_59,0.0012683868408203125,0.0004267692565917969,3.494715690612793
covariance_standard_62,0.004117012023925781,0.06375598907470703,2.12398099899292
seidel-2d_63,0.0018706321716308594,0.05476236343383789,15.225622653961182
correlation_standard_66,0.004041910171508789,0.0003147125244140625,2.067375659942627
covariance_standard_68,0.003335237503051758,0.00019979476928710938,2.087491989135742
lu_large_70,0.0012884140014648438,0.00031948089599609375,6.210431337356567
PCA_60,0.16156458854675293,2.382143020629883,204.48493313789368
lu_large_75,0.006429433822631836,0.0005686283111572266,6.429362535476685
PCA_61,0.00421452522277832,0.07667326927185059,31.59803581237793
2mm_80,0.042388200759887695,0,141.81218147277832
fibonacci_71,0.0020685195922851562,0.00019240379333496094,0.9622373580932617
correlation_standard_73,0.002077341079711914,0.0001933574676513672,2.236673355102539
2mm_82,0.002580404281616211,0,31.300175189971924
fdtd-2d_81,0.0031707286834716797,0.06498217582702637,1.6763827800750732
gramschmidt_standard_90,0.004577159881591797,0,0.5604288578033447
gramschmidt_standard_93,0.0012958049774169922,0,0.5734541416168213
lu_large_94,0.0011358261108398438,0.00023174285888671875,6.27004337310791
gramschmidt_standard_96,0.001157999038696289,0,0.7043757438659668
covariance_standard_101,0.0011258125305175781,0.0003933906555175781,2.1317408084869385
seidel-2d_95,0.0025670528411865234,0.00015425682067871094,15.084086894989014
covariance_standard_103,0.0016491413116455078,0.000164031982421875,1.9531967639923096
2mm_104,0.0010864734649658203,0,27.361305713653564
fdtd-2d_102,0.0018248558044433594,0.0001747608184814453,1.5950191020965576
lu_large_113,0.0015094280242919922,0.00023674964904785156,6.299758672714233
gramschmidt_standard_115,0.0018270015716552734,0,0.5810320377349854
fdtd-2d_117,0.0015878677368164062,0.00016689300537109375,1.5982112884521484
adi_69,0.0014948844909667969,0.00022935867309570312,3.5350263118743896
2mm_118,0.002324819564819336,0,25.94768452644348
fibonacci_76,0.0023047924041748047,0.00024008750915527344,0.9628214836120605
string-sort_79,0.001459360122680664,0.04697704315185547,5.021153926849365
lu_large_119,0.0015130043029785156,0.0002224445343017578,6.058412075042725
durbin_standard_126,0.0021283626556396484,0.05235862731933594,0.44850659370422363
2mm_124,0.0020134449005126953,0,24.91510558128357
covariance_standard_127,0.0024073123931884766,0.0002791881561279297,1.9522218704223633
perceptron_87,0.019256591796875,0.3819136619567871,36.02716374397278
seidel-2d_129,0.002240896224975586,0.0001595020294189453,15.32538366317749
seidel-2d_134,0.10054731369018555,2.140423536300659,78.22182035446167
fdtd-2d_140,0.0027561187744140625,0.00018668174743652344,1.564527988433838
adi_86,0.0020177364349365234,0.00031280517578125,3.4912681579589844
fft_144,0.00152587890625,0.02881622314453125,0.050364017486572266
lu_large_145,0.002965688705444336,0.00021386146545410156,6.263117551803589
fibonacci_89,0.0010142326354980469,0.00020933151245117188,0.9884917736053467
gramschmidt_standard_149,0.0020694732666015625,0,0.7251861095428467
bayes_99,0.007279634475708008,0.0003104209899902344,0.1027681827545166
gramschmidt_standard_153,0.001641988754272461,0,0.5869362354278564
lu_extralarge_91,0.005046367645263672,0.045111894607543945,47.64717698097229
correlation_standard_108,0.002310037612915039,0.00032067298889160156,2.5512807369232178
string-sort_100,0.051531314849853516,2.0030691623687744,18.42979907989502
fibonacci_110,0.0018372535705566406,0.0004227161407470703,1.0155389308929443
fibonacci_114,0.002170085906982422,0.0003876686096191406,0.9943671226501465
fft_159,0.0017206668853759766,0.0002460479736328125,0.026021242141723633
bayes_116,0.0062215328216552734,0.00027489662170410156,0.05116105079650879
correlation_standard_120,0.0014858245849609375,0.00023102760314941406,2.571190357208252
lu_large_161,0.0015876293182373047,0.00023794174194335938,7.013288259506226
gramschmidt_standard_164,0.005055904388427734,0,1.0423967838287354
gramschmidt_large_57,0.23462533950805664,2.2470598220825195,0
envelop_65,0.0017673969268798828,0.00024199485778808594,0.1089484691619873
envelop_74,0.0017893314361572266,0.000392913818359375,0.10341191291809082
bayes_130,0.01930069923400879,0.00028634071350097656,0.051935672760009766
correlation_standard_137,0.004201412200927734,0.00029730796813964844,2.57780122756958
perceptron_139,0.010933637619018555,0.0004582405090332031,36.12518262863159
seidel-2d_151,0.001851797103881836,0.00016069412231445312,15.20570182800293
durbin_large_40,0.04223060607910156,0,18.357706785202026
