relative_time,usage_percent,used_mb,root_dir
1.1920928955078125e-06,36.5,1161.7265625,
0.10072088241577148,36.5,1161.7265625,
0.20187973976135254,36.5,1161.7265625,
0.30294036865234375,36.5,1161.77578125,
0.4040088653564453,36.5,1161.825,
0.5052390098571777,36.5,1161.87421875,
0.6062459945678711,36.5,1161.9234375,
0.7068722248077393,36.5,1161.97265625,
0.8080453872680664,36.5,1161.97265625,
0.9091172218322754,36.5,1161.97265625,
1.010575771331787,36.5,1161.97265625,
1.1112360954284668,36.5,1161.97265625,
1.2120041847229004,36.5,1161.97265625,
1.3130738735198975,36.5,1161.97265625,
1.4140937328338623,36.5,1161.97265625,
1.5151162147521973,36.5,1161.97265625,
1.616154670715332,36.5,1161.97265625,
1.7171399593353271,36.5,1161.97265625,
1.8182246685028076,36.5,1161.97265625,
1.91926908493042,36.5,1161.97265625,
2.0203020572662354,36.5,1161.97265625,
2.1214418411254883,36.5,1161.97265625,
2.2229862213134766,36.5,1161.97265625,
2.324525833129883,36.5,1161.97265625,
2.425187110900879,36.5,1161.97265625,
2.525855541229248,36.5,1161.97265625,
2.62715220451355,36.5,1161.97265625,
2.7283782958984375,36.5,1161.97265625,
2.829193353652954,36.5,1161.97265625,
2.9303696155548096,36.5,1161.97265625,
3.0315046310424805,36.5,1161.97265625,
3.133150339126587,36.5,1161.97265625,
3.234557628631592,36.5,1161.97265625,
3.3355712890625,36.5,1161.97265625,
3.4366049766540527,36.5,1161.97265625,
3.5377771854400635,36.5,1161.97265625,
3.6390228271484375,36.5,1161.97265625,
3.740236759185791,36.5,1161.97265625,
3.8414437770843506,36.5,1161.97265625,
3.942551374435425,36.5,1161.97265625,
4.043281555175781,36.5,1161.97265625,
4.14440393447876,36.5,1161.97265625,
4.244881629943848,36.5,1161.97265625,
4.345856189727783,36.5,1161.97265625,
4.446726083755493,36.5,1161.97265625,
4.547784328460693,36.5,1161.97265625,
4.648949384689331,36.5,1161.97265625,
4.749884605407715,36.5,1161.97265625,
4.850912094116211,36.5,1161.97265625,
4.951921224594116,36.5,1161.97265625,
5.05321741104126,36.5,1161.97265625,
5.154592990875244,36.5,1161.97265625,
5.255975246429443,36.5,1161.97265625,
5.357269763946533,36.5,1161.97265625,
5.45801305770874,36.5,1161.97265625,
5.558852434158325,36.5,1161.97265625,
5.659514665603638,36.5,1161.97265625,
5.7608325481414795,36.5,1161.97265625,
5.862112283706665,36.5,1161.97265625,
5.962988376617432,36.5,1161.97265625,
6.064497947692871,36.5,1161.97265625,
6.165105104446411,36.5,1161.97265625,
6.2657692432403564,36.5,1161.97265625,
6.367031812667847,36.5,1161.97265625,
6.468459606170654,36.5,1161.97265625,
6.569255113601685,36.5,1161.97265625,
6.670408248901367,36.5,1161.97265625,
6.771414279937744,36.5,1161.97265625,
6.872570037841797,36.5,1161.97265625,
6.973097562789917,36.5,1161.97265625,
7.074251651763916,36.5,1161.97265625,
7.175204753875732,36.5,1161.97265625,
7.27664589881897,36.5,1161.97265625,
7.377946853637695,36.5,1161.97265625,
7.479314565658569,36.5,1161.97265625,
7.580591917037964,36.5,1161.97265625,
7.681843519210815,36.5,1161.97265625,
7.782315492630005,36.5,1161.97265625,
7.883962392807007,36.5,1161.97265625,
7.984778881072998,36.5,1161.97265625,
8.08753514289856,36.5,1161.971875,
8.18801474571228,36.5,1161.97109375,
8.28878402709961,36.5,1161.9703125,
8.390069961547852,36.5,1161.96953125,
8.490532875061035,36.5,1161.96875,
8.591901540756226,36.5,1161.96875,
8.6924569606781,36.5,1161.96875,
8.79293704032898,36.5,1161.96875,
8.89432406425476,36.5,1161.96875,
8.995939493179321,36.5,1161.96875,
9.097023725509644,36.5,1161.96875,
9.19815444946289,36.5,1161.96875,
9.29935598373413,36.5,1161.96875,
9.400622606277466,36.5,1161.96875,
9.50203013420105,36.5,1161.96875,
9.602724075317383,36.5,1161.96875,
9.703922271728516,36.5,1161.96875,
9.804877281188965,36.5,1161.96875,
9.9061598777771,36.5,1161.96875,
10.007429122924805,36.5,1161.96875,
10.108100414276123,36.5,1161.96875,
10.208669900894165,36.5,1161.96875,
10.310034275054932,36.5,1161.96875,
10.411503076553345,36.5,1161.96875,
10.512954950332642,36.5,1161.96875,
10.61417293548584,36.5,1161.96875,
10.714908838272095,36.5,1161.96875,
10.815518379211426,36.5,1161.96875,
10.916313886642456,36.5,1161.96875,
11.017194509506226,36.5,1161.96875,
11.118579387664795,36.5,1161.96875,
11.219563961029053,36.5,1161.96875,
11.320704698562622,36.5,1161.96875,
11.421571493148804,36.5,1161.96875,
11.522812128067017,36.5,1161.96875,
11.623686790466309,36.5,1161.96875,
11.724359512329102,36.5,1161.96875,
11.82617712020874,36.5,1161.96875,
11.927152156829834,36.5,1161.96875,
12.028443813323975,36.5,1161.96875,
12.129891157150269,36.5,1161.96875,
12.230971813201904,36.5,1161.96875,
12.332310199737549,36.5,1161.96875,
12.433256149291992,36.5,1161.96875,
12.53434944152832,36.5,1161.96875,
12.635523796081543,36.5,1161.96875,
12.736412763595581,36.5,1161.96875,
12.8374662399292,36.5,1161.96875,
12.938741207122803,36.5,1161.96875,
13.039911270141602,36.5,1161.96875,
13.140637159347534,36.5,1161.96875,
13.242040872573853,36.5,1161.96875,
13.343089818954468,36.5,1161.96875,
13.444162130355835,36.5,1161.96875,
13.545239686965942,36.5,1161.96875,
13.646232604980469,36.5,1161.96875,
13.747547626495361,36.5,1161.96875,
13.848449945449829,36.5,1161.96875,
13.949281215667725,36.5,1161.96875,
14.050008773803711,36.5,1161.9671875,
14.150694131851196,36.5,1161.965625,
14.251979112625122,36.5,1161.9640625,
14.353076457977295,36.5,1161.9625,
14.454121112823486,36.5,1161.9609375,
14.555196762084961,36.5,1161.9609375,
14.656143188476562,36.5,1161.9609375,
14.757160186767578,36.5,1161.9609375,
14.858442544937134,36.5,1161.9609375,
14.959743022918701,36.5,1161.9609375,
15.060497999191284,36.5,1161.9609375,
15.162117004394531,36.5,1161.9609375,
15.263564586639404,36.5,1161.9609375,
15.3647301197052,36.5,1161.9609375,
15.466217756271362,36.5,1161.9609375,
15.567455053329468,36.5,1161.9609375,
15.668552160263062,36.5,1161.9609375,
15.769784450531006,36.5,1161.9609375,
15.87084436416626,36.5,1161.9609375,
15.97192931175232,36.5,1161.9609375,
16.07281231880188,36.5,1161.9609375,
16.17412495613098,36.5,1161.9609375,
16.275472402572632,36.5,1161.9609375,
16.376869201660156,36.5,1161.9609375,
16.478009700775146,36.5,1161.9609375,
16.579236268997192,36.5,1161.9609375,
16.680784463882446,36.5,1161.9609375,
16.781457901000977,36.5,1161.9609375,
16.882795810699463,36.5,1161.9609375,
16.984411239624023,36.5,1161.9609375,
17.085119009017944,36.5,1161.9609375,
17.186065435409546,36.5,1161.9609375,
17.287113428115845,36.5,1161.9609375,
17.388131380081177,36.5,1161.9609375,
17.489092588424683,36.5,1161.9609375,
17.59013319015503,36.5,1161.9609375,
17.691094398498535,36.5,1161.9609375,
17.791653871536255,36.5,1161.9609375,
17.892449855804443,36.5,1161.9609375,
17.993914127349854,36.5,1161.9609375,
18.095109224319458,36.5,1161.9609375,
18.196228504180908,36.5,1161.9609375,
18.297163009643555,36.5,1161.9609375,
18.398228645324707,36.5,1161.9609375,
18.499258041381836,36.5,1161.9609375,
18.600258111953735,36.5,1161.9609375,
18.701270818710327,36.5,1161.9609375,
18.802361726760864,36.5,1161.9609375,
18.903387308120728,36.5,1161.9609375,
19.004451274871826,36.5,1161.9609375,
19.105352640151978,36.5,1161.9609375,
19.20659065246582,36.5,1161.9609375,
19.307214975357056,36.5,1161.9609375,
19.40827989578247,36.5,1161.9609375,
19.50920796394348,36.5,1161.9609375,
19.609841108322144,36.5,1161.9609375,
19.711381673812866,36.5,1161.9609375,
19.812344551086426,36.5,1161.9609375,
19.91281223297119,36.519999999999996,1162.7484375,
19.924171686172485,36.54,1163.5359375,envelop
20.0134379863739,36.559999999999995,1164.3234375,envelop
20.020323038101196,36.58,1165.1109375,envelop
20.114084005355835,36.6,1165.8953125,
20.215093851089478,36.6,1165.8921875,
20.316073417663574,36.6,1165.8890625,
20.416646718978882,36.6,1165.93515625,
20.45717740058899,36.6,1165.98125,fft
20.473255395889282,36.6,1166.03046875,fft
20.517414569854736,36.6,1166.0796875,
20.618388175964355,36.6,1166.12890625,
20.719406604766846,36.6,1166.12890625,
20.820222854614258,36.6,1166.12890625,
20.920825481414795,36.6,1166.275,
21.021402597427368,36.6,1166.4515625,
21.121835231781006,36.6,1166.628125,
21.12523651123047,36.6,1166.80390625,bayes
21.142173767089844,36.6,1166.9796875,bayes
21.223041772842407,36.6,1167.009375,
21.32423758506775,36.6,1167.00859375,
21.424770832061768,36.6,1167.0078125,
21.525343418121338,36.6,1167.0078125,
21.62608814239502,36.6,1167.0078125,
21.67977547645569,36.6,1167.0078125,SAT
21.727253437042236,36.6,1167.0078125,SAT
21.827756881713867,36.6,1167.0078125,SAT
21.92826747894287,36.6,1167.0078125,SAT
22.02886652946472,36.6,1167.0078125,SAT
22.129382848739624,36.6,1167.0078125,SAT
22.22992992401123,36.6,1167.0078125,SAT
22.33050227165222,36.6,1167.0078125,SAT
22.431030750274658,36.6,1167.0078125,SAT
22.532125234603882,36.6,1167.0078125,SAT
22.632640838623047,36.6,1167.0078125,SAT
22.733155488967896,36.6,1167.0078125,SAT
22.83367109298706,36.6,1167.0078125,SAT
22.93472385406494,36.6,1167.0078125,SAT
23.03524136543274,36.6,1167.0078125,SAT
23.136080741882324,36.6,1167.0078125,SAT
23.23659586906433,36.6,1167.0078125,SAT
23.337218761444092,36.6,1167.0078125,SAT
23.437726736068726,36.6,1167.0078125,SAT
