Task Key,Transfer Time (s),Compile Time (s),Execution Time (s)
2mm_37,0.04506993293762207,0,127.01358819007874
envelop_38,0.10422396659851074,0.009280204772949219,1.1557142734527588
fft_39,0.0018324851989746094,0.00014328956604003906,0.03817296028137207
perceptron_40,1.1084132194519043,0.0011372566223144531,1.750720739364624
bayes_41,0.012927770614624023,0.0002884864807128906,0.04536700248718262
SAT_42,0.0008029937744140625,60.216952323913574,88.41400051116943
floyd_43,0.0015666484832763672,0.00017642974853515625,2.541938304901123
fibonacci_44,0.0025255680084228516,0.0002722740173339844,0.9499711990356445
PCA_45,0.14716339111328125,0.0008003711700439453,173.00220465660095
mengtekaluo_46,0.0025222301483154297,0.0002338886260986328,9.20039176940918
sieve-eratos_47,0.0012302398681640625,0.00015091896057128906,2.5742099285125732
quick-sort_48,0.002679109573364258,0.0001506805419921875,17.994423627853394
correlation_standard_52,0.0018906593322753906,0.00034928321838378906,2.066744327545166
covariance_standard_54,0.002649068832397461,0.0002868175506591797,0.017862558364868164
dynprog_standard_59,0.005594015121459961,0.00016736984252929688,0.5855932235717773
gramschmidt_standard_60,0.002603769302368164,0,0.5897574424743652
lu_large_62,0.0018177032470703125,0.00028133392333984375,5.953432559967041
string-sort_49,0.006927013397216797,0.0010426044464111328,4.406420946121216
hash_50,0.08414745330810547,0.0008203983306884766,12.664013862609863
covariance_large_55,0.0035865306854248047,0.00794076919555664,42.94871425628662
TSP_51,0.03725099563598633,0,25.924967527389526
correlation_large_53,0.06253528594970703,0.00829315185546875,254.0529751777649
durbin_standard_56,0.0006952285766601562,0.26324915885925293,3.1183128356933594
durbin_large_57,0.059665679931640625,0,18.299878120422363
lu_extralarge_63,0.002330780029296875,0.0010607242584228516,44.04121446609497
durbin_extralarge_58,0.02667999267578125,0,64.44028043746948
gramschmidt_large_61,0.003631114959716797,0.000762939453125,36.15751504898071
fdtd-2d_64,0.0028090476989746094,0.07509541511535645,1.5658025741577148
adi_65,0.07646775245666504,0.0010972023010253906,16.814189434051514
seidel-2d_66,0.003498077392578125,0.0010881423950195312,14.958717823028564
