Task Key,Transfer Time (s),Compile Time (s),Execution Time (s)
2mm_37,0.25519227981567383,5.118204832077026,132.37871432304382
quick-sort_48,0.00318145751953125,0.11955857276916504,17.969876289367676
floyd_43,0.1330852508544922,3.000871419906616,12.957826137542725
fft_39,0.07733273506164551,2.4592864513397217,3.0727131366729736
covariance_standard_54,0.31519389152526855,2.2801053524017334,24.374696731567383
gramschmidt_standard_60,0.0027310848236083984,0.05846977233886719,0.6206088066101074
lu_large_62,0.005659818649291992,0.057860612869262695,6.243260383605957
seidel-2d_66,0.19279026985168457,3.2977638244628906,79.88987159729004
quick-sort_78,0.0031223297119140625,0.0005311965942382812,18.41157865524292
2mm_67,0.001708984375,0.08361244201660156,25.201630353927612
fdtd-2d_64,0.16964316368103027,3.1543221473693848,15.827347755432129
quick-sort_108,0.0034470558166503906,0.0014019012451171875,18.562873125076294
fft_69,0.002735614776611328,0.03599667549133301,0.0538792610168457
covariance_standard_84,0.005475044250488281,0.1416771411895752,0.16391348838806152
gramschmidt_standard_90,0.002076864242553711,0.00015735626220703125,0.5558013916015625
lu_large_92,0.0023496150970458984,0.0001609325408935547,6.081238746643066
fdtd-2d_94,0.15888547897338867,0.0002803802490234375,9.255683422088623
2mm_97,0.003687143325805664,0.00024700164794921875,27.272480726242065
durbin_standard_56,0.002115964889526367,0.06537771224975586,0.4986076354980469
durbin_standard_86,0.002001047134399414,0.0003132820129394531,0.4538581371307373
durbin_standard_116,0.0022165775299072266,0.00021219253540039062,0.43550777435302734
sieve-eratos_47,0.0076906681060791016,0.05463552474975586,2.8838584423065186
fft_99,0.08894991874694824,0.0007882118225097656,0.3377714157104492
covariance_standard_114,0.05609750747680664,0.0002944469451904297,15.60193943977356
sieve-eratos_77,0.0023925304412841797,0.00015497207641601562,2.740473985671997
sieve-eratos_107,0.0022497177124023438,0.0001621246337890625,2.7796599864959717
floyd_73,0.0012526512145996094,0.029651403427124023,2.6332895755767822
seidel-2d_96,0.004148960113525391,0.0467677116394043,15.466615200042725
gramschmidt_standard_120,0.15102601051330566,2.342376232147217,10.892508268356323
lu_large_122,0.006849050521850586,0.0004634857177734375,6.327766180038452
fdtd-2d_124,0.16081643104553223,0.0004494190216064453,12.474909543991089
floyd_103,0.0015861988067626953,0.00015473365783691406,2.6102585792541504
perceptron_40,0.025159358978271484,0.5069019794464111,37.1139600276947
seidel-2d_126,0.005018949508666992,0.00041985511779785156,15.475234031677246
lu_extralarge_63,1.7416167259216309,2.650397300720215,261.6125223636627
bayes_41,8.35486912727356,3.948648691177368,14.723450183868408
fibonacci_44,0.004200458526611328,0.06411194801330566,1.0527458190917969
PCA_45,0.0027780532836914062,0.07555675506591797,30.17052412033081
string-sort_49,0.46655821800231934,3.0942811965942383,15.869871854782104
correlation_standard_52,0.0019342899322509766,0.06937384605407715,2.632911443710327
TSP_51,0.3606898784637451,2.3994381427764893,28.56193256378174
dynprog_standard_59,0.005692720413208008,0.08111786842346191,0.6565792560577393
adi_65,0.07808089256286621,1.9992852210998535,20.60255241394043
perceptron_70,0.005554676055908203,0.0002989768981933594,35.67698311805725
bayes_71,0.007868766784667969,0.2372269630432129,0.2849259376525879
fibonacci_74,0.0013737678527832031,0.0002646446228027344,0.9972114562988281
PCA_75,0.0017247200012207031,0.0002315044403076172,29.7497718334198
string-sort_79,0.16849279403686523,0.0002722740173339844,10.564776182174683
TSP_81,0.12477803230285645,0.00023937225341796875,25.3050856590271
correlation_standard_82,0.20140743255615234,2.562823534011841,26.62576937675476
dynprog_standard_89,0.002238750457763672,0.0003027915954589844,0.5748076438903809
perceptron_100,0.02596306800842285,0.0002799034118652344,38.96409201622009
lu_extralarge_93,0.002441883087158203,0.07597112655639648,48.08232307434082
TSP_111,0.1901853084564209,0.00032782554626464844,25.501165866851807
adi_95,0.11612820625305176,0.0002751350402832031,26.860522985458374
durbin_extralarge_58,0.14529681205749512,1.9538116455078125,65.2013738155365
bayes_101,0.013002157211303711,0.00047326087951660156,0.04770350456237793
fibonacci_104,0.0046160221099853516,0.00031256675720214844,1.0669310092926025
correlation_standard_112,0.0028982162475585938,0.0003807544708251953,2.3768742084503174
dynprog_standard_119,0.0035610198974609375,0.00038170814514160156,0.6050384044647217
envelop_38,0.0016214847564697266,0.06832289695739746,0.1803267002105713
PCA_105,0.27179527282714844,2.29673433303833,289.8763384819031
envelop_68,0.003930330276489258,0.0005662441253662109,0.11483359336853027
envelop_98,0.0019636154174804688,0.00019121170043945312,0.11439752578735352
mengtekaluo_46,0.003078937530517578,0.08434009552001953,9.850894689559937
string-sort_109,0.002555370330810547,0.04450511932373047,5.344721794128418
lu_extralarge_123,0.0016238689422607422,0.0002925395965576172,47.061301708221436
mengtekaluo_76,0.0010254383087158203,0.0002503395080566406,9.642621755599976
mengtekaluo_106,0.0012462139129638672,0.0003199577331542969,10.516769647598267
SAT_42,0.0009500980377197266,0.05720067024230957,4.030343770980835
SAT_72,0.0018339157104492188,0.0001976490020751953,4.320509910583496
SAT_102,0.0010192394256591797,0.0001895427703857422,4.319417476654053
durbin_extralarge_88,0.10896468162536621,0.00021886825561523438,63.55254673957825
adi_125,0.0030362606048583984,0.04808521270751953,3.5494613647460938
gramschmidt_large_61,0.002784252166748047,0.06683492660522461,49.57843279838562
gramschmidt_large_91,0.0012500286102294922,0.0001277923583984375,55.64332318305969
durbin_extralarge_118,0.11331295967102051,0.00016570091247558594,64.44710516929626
gramschmidt_large_121,0.07268333435058594,2.387622117996216,250.26978373527527
